20220516,F,50대,서울특별시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,500이상700만원 미만,TRUE,FALSE,TRUE
20220516,F,50대,서울특별시,700만원 이상,FALSE,FALSE,FALSE
20220516,F,50대,서울특별시,300이상500만원 미만,FALSE,FALSE,FALSE
20220516,F,50대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,500이상700만원 미만,TRUE,TRUE,TRUE
20220516,F,50대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,300만원 미만,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,700만원 이상,FALSE,FALSE,FALSE
20220516,F,50대,서울특별시,300만원 미만,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,F,50대,서울특별시,500이상700만원 미만,TRUE,FALSE,TRUE
20220516,F,50대,서울특별시,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,F,50대,서울특별시,700만원 이상,TRUE,FALSE,TRUE
20220516,F,40대,대전광역시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,40대,대전광역시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,40대,서울특별시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,F,40대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,F,40대,서울특별시,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,F,40대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,40대,서울특별시,700만원 이상,FALSE,FALSE,FALSE
20220516,F,40대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,40대,서울특별시,300이상500만원 미만,FALSE,FALSE,FALSE
20220516,F,40대,서울특별시,300이상500만원 미만,FALSE,FALSE,FALSE
20220516,F,40대,서울특별시,700만원 이상,FALSE,FALSE,FALSE
20220516,F,30대,경상북도,700만원 이상,FALSE,FALSE,FALSE
20220516,F,30대,경상북도,500이상700만원 미만,TRUE,FALSE,TRUE
20220516,F,30대,경기도,700만원 이상,TRUE,FALSE,FALSE
20220516,F,30대,경기도,700만원 이상,TRUE,FALSE,TRUE
20220516,F,30대,경기도,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,F,30대,경기도,300이상500만원 미만,FALSE,FALSE,FALSE
20220516,F,30대,경기도,300이상500만원 미만,TRUE,FALSE,TRUE
20220516,F,30대,경기도,700만원 이상,TRUE,FALSE,FALSE
20220516,F,30대,경기도,300만원 미만,TRUE,FALSE,FALSE
20220516,F,30대,경기도,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,F,30대,경기도,700만원 이상,TRUE,TRUE,TRUE
20220516,F,30대,경기도,700만원 이상,TRUE,FALSE,FALSE
20220516,F,30대,경기도,500이상700만원 미만,TRUE,FALSE,TRUE
20220516,F,30대,부산광역시,모름,TRUE,FALSE,FALSE
20220516,F,30대,부산광역시,300이상500만원 미만,FALSE,FALSE,FALSE
20220516,F,30대,부산광역시,300만원 미만,TRUE,FALSE,FALSE
20220516,F,30대,부산광역시,300이상500만원 미만,TRUE,FALSE,TRUE
20220516,F,30대,서울특별시,모름,TRUE,TRUE,TRUE
20220516,F,30대,서울특별시,700만원 이상,TRUE,TRUE,TRUE
20220516,F,30대,서울특별시,300만원 미만,TRUE,FALSE,FALSE
20220516,F,30대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,30대,서울특별시,모름,TRUE,FALSE,FALSE
20220516,F,30대,서울특별시,300이상500만원 미만,FALSE,FALSE,FALSE
20220516,F,20대,충청남도(세종시 포함),300이상500만원 미만,FALSE,FALSE,FALSE
20220516,F,20대,충청남도(세종시 포함),500이상700만원 미만,TRUE,FALSE,FALSE
20220516,F,20대,충청남도(세종시 포함),300이상500만원 미만,TRUE,FALSE,FALSE
20220516,F,20대,충청남도(세종시 포함),300이상500만원 미만,TRUE,FALSE,TRUE
20220516,F,20대,대전광역시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,F,20대,대전광역시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,F,20대,서울특별시,700만원 이상,TRUE,FALSE,TRUE
20220516,F,20대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,20대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,20대,서울특별시,500이상700만원 미만,TRUE,FALSE,TRUE
20220516,F,20대,서울특별시,300만원 미만,TRUE,FALSE,FALSE
20220516,F,20대,서울특별시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,60대,서울특별시,700만원 이상,TRUE,FALSE,TRUE
20220516,M,60대,서울특별시,300이상500만원 미만,FALSE,FALSE,TRUE
20220516,M,60대,서울특별시,500이상700만원 미만,TRUE,FALSE,TRUE
20220516,M,60대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,M,60대,서울특별시,700만원 이상,FALSE,FALSE,FALSE
20220516,M,60대,서울특별시,700만원 이상,TRUE,TRUE,TRUE
20220516,M,50대,대전광역시,700만원 이상,TRUE,TRUE,TRUE
20220516,M,50대,대전광역시,700만원 이상,TRUE,TRUE,TRUE
20220516,M,50대,서울특별시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,50대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,M,50대,서울특별시,500이상700만원 미만,TRUE,TRUE,TRUE
20220516,M,50대,서울특별시,700만원 이상,TRUE,FALSE,TRUE
20220516,M,50대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,M,50대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,M,50대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,50대,서울특별시,700만원 이상,TRUE,TRUE,TRUE
20220516,M,50대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,M,50대,서울특별시,500이상700만원 미만,FALSE,TRUE,TRUE
20220516,M,40대,경상북도,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,충청남도(세종시 포함),500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,충청남도(세종시 포함),700만원 이상,TRUE,FALSE,FALSE
20220516,M,40대,충청남도(세종시 포함),300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,충청남도(세종시 포함),500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,40대,경기도,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,경기도,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,40대,경기도,700만원 이상,TRUE,FALSE,FALSE
20220516,M,40대,경기도,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,경기도,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,40대,경기도,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,경기도,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,경기도,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,경기도,700만원 이상,FALSE,FALSE,FALSE
20220516,M,40대,경기도,700만원 이상,TRUE,FALSE,FALSE
20220516,M,40대,경기도,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,경기도,700만원 이상,TRUE,FALSE,FALSE
20220516,M,40대,경기도,모름,FALSE,FALSE,FALSE
20220516,M,30대,경기도,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,30대,경기도,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,30대,경기도,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,30대,경기도,300만원 미만,TRUE,FALSE,FALSE
20220516,M,30대,경기도,300만원 미만,TRUE,FALSE,FALSE
20220516,M,30대,경기도,700만원 이상,TRUE,FALSE,TRUE
20220516,M,30대,경기도,500이상700만원 미만,TRUE,FALSE,TRUE
20220516,M,30대,경기도,300이상500만원 미만,TRUE,FALSE,TRUE
20220516,M,30대,경기도,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,30대,경기도,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,30대,경기도,700만원 이상,FALSE,FALSE,FALSE
20220516,M,30대,경기도,700만원 이상,TRUE,FALSE,FALSE
20220516,M,30대,경기도,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,30대,서울특별시,300이상500만원 미만,TRUE,TRUE,TRUE
20220516,M,30대,서울특별시,모름,FALSE,FALSE,FALSE
20220516,M,30대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,30대,서울특별시,300이상500만원 미만,TRUE,TRUE,TRUE
20220516,M,30대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,30대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,20대,서울특별시,700만원 이상,TRUE,TRUE,TRUE
20220516,M,20대,서울특별시,700만원 이상,TRUE,TRUE,TRUE
20220516,M,20대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,M,20대,서울특별시,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,20대,서울특별시,700만원 이상,TRUE,FALSE,FALSE
20220516,M,20대,서울특별시,300이상500만원 미만,TRUE,TRUE,TRUE
20220516,M,20대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,20대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,20대,서울특별시,모름,TRUE,FALSE,FALSE
20220516,M,20대,서울특별시,300이상500만원 미만,FALSE,FALSE,FALSE
20220516,M,20대,서울특별시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,20대,서울특별시,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,M,50대,충청남도(세종시 포함),700만원 이상,TRUE,FALSE,TRUE
20220516,M,30대,경상북도,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,울산광역시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,경상남도,700만원 이상,TRUE,FALSE,FALSE
20220516,F,30대,인천광역시,300이상500만원 미만,TRUE,FALSE,FALSE
20220516,M,40대,충청북도,500이상700만원 미만,FALSE,FALSE,FALSE
20220516,F,40대,경상남도,700만원 이상,FALSE,FALSE,FALSE
20220516,M,40대,대구광역시,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,50대,부산광역시,700만원 이상,TRUE,FALSE,FALSE
20220516,F,50대,경상남도,500이상700만원 미만,TRUE,FALSE,FALSE
20220516,M,50대,부산광역시,300이상500만원 미만,TRUE,FALSE,FALSE
